sku(必填),平台SKU,识别码,中文名称,英文名称,分类ID,图片URL,商品净重（g）,采购参考价（RMB）,采购员,长(cm),宽(cm),高(cm),来源url（超始值为：http://）,备注,英文报关,中文报关,申报重量（g）,申报金额（USD）,危险运输品,材质,用途,海关编码,开发员,销售方式,创建时间
6933910405129,6933910405129,,佳翼 TYPE-C多功能拓展坞 6口 JY-C605A,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:46
6933910405112,6933910405112,,佳翼 TYPE-C多功能拓展坞 4口 JY-C405A,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:46
6933910405105,6933910405105,,佳翼Type-C公转Type-A母 延长线0.25米  YCA25,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:46
6933910405099,6933910405099,,19PIN转TYPE-E（B款）TYPE-E19B,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910405082,6933910405082,,19PIN转TYPE-E（A款） TYPE-E19A,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910405075,6933910405075,,佳翼 台式机主板4PIN风扇转接口 一分四  FAN14,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470567117/0/20240720171558/06a25aeddddfb9296725bcd008eb2766.jpg,25.2,3.2,无,16,13.2,1,,0.01千克,fan transofrmt interface,风扇转接口,25.2,1,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:45
6933910405068,6933910405068,,佳翼 台式机主板4PIN风扇转接口 一分一  FAN11,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470567111/0/20240720171548/5f844ed856f11a4191317d53cd020037.jpg,11.6,1.0,无,16,13.2,1,,0.01千克,fan transofrmt interface,风扇转接口,11.6,1,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:45
6933910405051,6933910405051,,佳翼 TYPE-A转TYPE-C数据线 扁线AC-F150PRO,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910405044,6933910405044,,佳翼 TYPE-A转TYPE-C 10G数据线 扁线AC-F150,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910405037,6933910405037,,佳翼MicroB+TypeC+Ligthning公头转USB3.0 A母OTG AF-MCLG18,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910405020,6933910405020,,佳翼MicroB+TypeC公头转USB3.0 A母 OTG JY-AF-MCCM17,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910405013,6933910405013,,佳翼C母转USB3.0A母功能JY-CFAF16,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910405006,6933910405006,,佳翼usb3.0A公转C公转接头JY-AM-CM15,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404993,6933910404993,,佳翼Type C公转usb3.0A母转接头JY-CMAF14,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404986,6933910404986,,佳翼90度弯头Type C公转usb3.0A母转接头JY-CM-AF11,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404979,6933910404979,,佳翼usb3.0 A公转C母转接头JY-AC179-13,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404962,6933910404962,,佳翼90度弯头USB3.0 A公转C母转接头JY-ATCF-10,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404955,6933910404955,,佳翼usb3.0 A公转C母转接头JY-ATCF-12,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404948,6933910404948,,佳翼USB3.0A公转A母转接头JY-U3AM-AF03,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404931,6933910404931,,佳翼usb3.0 A公转A公转接头JY-U3AM-AM02,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404924,6933910404924,,佳翼usb3.0 A母对A母转接头JY-U3AF-AF01,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404917,6933910404917,,佳翼立式弯头Type-C 公对母转接头 JY-CM-CFH07,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404900,6933910404900,,佳翼90度弯头Type-C 公对C母转接头JY-CM-CF06,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404894,6933910404894,,佳翼Type-C 公对C母转接头 JY-CM-CF08,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404887,6933910404887,,佳翼Type-C 公对C公转接头JY-CM-CM05,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404870,6933910404870,,佳翼直通Type-C 母对C母转接头JY-CF-CF04,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404863,6933910404863,,佳翼三通头RJ45 1托2网络分线器 JY-RJ-2F26,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:45
6933910404856,6933910404856,,佳翼双通头RJ45转RJ46扩展头JY-RJ-F25,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:45
6933910404849,6933910404849,,佳翼 HDMI 1托2 分屏器 JY-HDM-2F24,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:45
6933910404832,6933910404832,,佳翼 90度正弯HDMI公头转母头JY-HDM-F23,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404825,6933910404825,,佳翼 90度侧弯HDMI公头转母头 JY-HDM-F22,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404818,6933910404818,,佳翼 180度HDMI母头转母头JY-HDF-F21,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404801,6933910404801,,佳翼180度HDMI公头转母头JY-HDM-F20,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404795,6933910404795,,佳翼180度HDMI 公头转公头 JY-HDM-M19,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404788,6933910404788,,佳翼 Type-C转千兆rj45网口短线 JY-GBL005X,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:45
6933910404771,6933910404771,,佳翼 Type-C公头转vga转接短线 JY-VGA004X,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404764,6933910404764,,佳翼 Type-C公头转MiniDP转接短线 JY-MDP003X,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404757,6933910404757,,佳翼 Type-C公头转DP转接短线 JY-DDP002X,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404740,6933910404740,,佳翼Type-C公头转HDMI转接短线 JY-HDM001X,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404733,6933910404733,,佳翼 Type-C母转rj45千兆网口转接器 JY-CFGBL011,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:45
6933910404726,6933910404726,,佳翼 Type-CTO RJ45千兆免驱以太网网卡转换器   RJ01C-灰色,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:45
6933910404719,6933910404719,,佳翼Type-C母转大DP公转接器 JY-CFDPM009,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:45
6933910404702,6933910404702,,佳翼 Type-C母转大DP母转接器 JY-CFDDP008,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:45
6933910404696,6933910404696,,佳翼 Type-C母转HDMI公转接器 JY-CFHDM007,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:45
6933910404689,6933910404689,,佳翼USB3.0 TO RJ45千兆免驱以太网网卡转换器 RJ01A-灰色,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8471609000,无,售卖品,2022-05-31 22:49:45
6933910404672,6933910404672,,佳翼 Type-C转千兆rj45网口 JY-GBL005,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:45
6933910404665,6933910404665,,佳翼 Type-C公头转vga转接头 JY-VGA004,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404658,6933910404658,,佳翼 Type-C公头转MiniDP转接头 JY-MDP003,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404641,6933910404641,,佳翼 Type-C公头转DP转接头 JY-DDP002,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404634,6933910404634,,佳翼 Type-C公头转HDMI转接头 JY-HDM001,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404627,6933910404627,,佳翼 PCI-E转CFexpress读卡器套装 SK5-CFE,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8471609000,无,售卖品,2022-05-31 22:49:44
6933910404610,6933910404610,,佳翼 PCI-E转CFexpress读卡器套装 SK4-CFE,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8471609000,无,售卖品,2022-05-31 22:49:44
6933910404603,6933910404603,,佳翼 2.5英寸转3.5英寸硬盘支架 K107,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:44
6933910404597,6933910404597,,佳翼 雷电硬盘盒八合一扩展坞 雷电7,,1128549,,0,0.0,无,0,0,0,,0.18千克,SSD enclosure,硬盘盒,1,1,0,6933910404597,,8473309000,无,售卖品,2022-05-31 22:49:44
6933910404580,6933910404580,,佳翼 24合1精密螺丝刀套装 Tools-24in1,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8205100000,无,售卖品,2022-05-31 22:49:44
6933910404573,6933910404573,,佳翼 CFexpress卡转M.2转接板 M2-CFE,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8471609000,无,售卖品,2022-05-31 22:49:44
6933910404559,6933910404559,,佳翼M.2转PCI-E X4转接板 M2-PCIX4,,1128549,,0,0.0,无,0,0,0,,0.03千克,,,0,0,0,#N/A,,8471800000,无,售卖品,2022-05-31 22:49:44
6933910404535,6933910404535,,佳翼 TYPE-C多功能拓展坞 8口 HUB-C8,,1128549,,0,0.0,无,0,0,0,,0.18千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:44
6933910440502,6933910440502,,佳翼 SATA转USB3.0 硬盘转接线 0.5M易驱线S1 黑色,,1128549,,0,0.0,无,0,0,0,,0.05千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:44
6933910404498,6933910404498,,佳翼Type-C公转Type-C母 延长线0.5米  YCC05,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566769/0/20220823090948/20909b55b1c0c590dcbfe4807dad73d5.jpg,80,18.3,无,0,0,0,,0.01千克,USB cable,延长线,80,2,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:44
6933910404481,6933910404481,,Type-C公转Type-A母转接头  佳翼 CM/AF-Al （C公/A母-铝）,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:44
6933910404474,6933910404474,,佳翼 台式机主板4PIN风扇转接口 一分三  FAN13,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566757/0/20240720171537/a3b273b6c1a375cef338e10a59bd0de3.jpg,21,2.4,无,16,13.2,1,,0.01千克,fan transofrmt interface,风扇转接口,21,1,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404467,6933910404467,,佳翼 台式机主板4PIN风扇转接口 一分二  FAN12,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566751/0/20240720171524/39438d6bd246b3608a9384dfb33f0525.jpg,16,1.5,无,16,13.2,1,,0.01千克,fan transofrmt interface,风扇转接口,16,1,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404450,6933910404450,,佳翼 E2000 M.2 2280 NVME 250G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404443,6933910404443,,佳翼 m.2硬盘盒 支持NGFF/NVME双协议带风扇 i9-BMK旋风版,,1190976,,0,0.0,无,0,0,0,,0.18千克,SSD enclosure,硬盘盒,1,1,0,6933910404443,,8473309000,无,售卖品,2022-05-31 22:49:44
6933910404436,6933910404436,,佳翼 m.2硬盘盒 支持NGFF/NVME双协议藏线版  i9-BMK藏线版,,1190976,,0,0.0,无,0,0,0,,0.18千克,SSD enclosure,硬盘盒,1,1,0,6933910404436,,8473309000,无,售卖品,2022-05-31 22:49:44
6933910404429,6933910404429,,Type-C公转Type-C公转接头  佳翼CM/CM-Al 40G（C公/C公-铝）40G,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566727/0/20250905174049/afa8a3cde8f69ec5e4c41174ff2c21cc.jpg,11,6.5,无,13,8,2,,0.01千克,USB adapter,USB转接头,11,1,0,#N/A,,8536901900,无,售卖品,2022-05-31 22:49:44
6933910404412,6933910404412,,佳翼 USB3.1双口磁吸 CFexpress读卡器   CFE读卡器-磁吸版,,1128549,,0,0.0,无,0,0,0,,001千克,,,0,0,0,#N/A,,8471609000,无,售卖品,2022-05-31 22:49:44
6933910404405,6933910404405,,佳翼 导热凝胶  超导8100,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566715/0/20230614135624/0e2df476dd7d6e5862a3b055335218f8.jpg,34,6.0,无,16,12.7,3.5,,001千克,silicone thermal paste,散热硅脂,34,1,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:44
6933910404399,6933910404399,,佳翼 2.5寸SSD S550 2TB,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:44
6933910404382,6933910404382,,佳翼 N500 M.2 2242 SATA 512G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404375,6933910404375,,佳翼 N500 M.2 2242 SATA 256G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404368,6933910404368,,佳翼 N500 M.2 2242 SATA 128G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404351,6933910404351,,佳翼 N500 M.2 2242 SATA 64G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404344,6933910404344,,佳翼 N500 M.2 2280 SATA 512G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404337,6933910404337,,佳翼 N500 M.2 2280 SATA 256G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404320,6933910404320,,佳翼 N500 M.2 2280 SATA 128G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404313,6933910404313,,佳翼 E3000 M.2 2280 NVME 2TB,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404306,6933910404306,,佳翼 E3000 M.2 2280 NVME 1TB,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404290,6933910404290,,佳翼 E3000 M.2 2280 NVME 512G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404283,6933910404283,,佳翼 E2000 M.2 2280 NVME 1TB,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404276,6933910404276,,佳翼 E2000 M.2 2280 NVME 512G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404269,6933910404269,,佳翼 E2000 M.2 2280 NVME 256G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:44
6933910404252,6933910404252,,佳翼 E1000 M.2 2280 NVME 1TB,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404245,6933910404245,,佳翼 E1000 M.2 2280 NVME 512G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404238,6933910404238,,佳翼 E1000 M.2 2280 NVME 256G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404221,6933910404221,,佳翼 E1000 M.2 2280 NVME 240G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404214,6933910404214,,佳翼 E1000 M.2 2280 NVME 128G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404207,6933910404207,,佳翼 E1000 M.2 2280 NVME 120G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404191,6933910404191,,佳翼 E1000 M.2 2242 NVME 512G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404184,6933910404184,,佳翼 E1000 M.2 2242 NVME 256G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404177,6933910404177,,佳翼 E1000 M.2 2242 NVME 128G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,,无,售卖品,2022-05-31 22:49:43
6933910404160,6933910404160,,佳翼 2.5寸SSD S550 1TB,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404153,6933910404153,,佳翼 2.5寸SSD S550 512G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404146,6933910404146,,佳翼 2.5寸SSD S550 256G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404139,6933910404139,,佳翼 2.5寸SSD S550 128G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404122,6933910404122,,佳翼 2.5寸SSD S500 960G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404115,6933910404115,,佳翼 2.5寸SSD S500 480G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404108,6933910404108,,佳翼 2.5寸SSD S500 240G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404092,6933910404092,,佳翼 2.5寸SSD S500 120G,,1128549,,0,0.0,无,0,0,0,,0.1千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404085,6933910404085,,佳翼 SATA 22Pin公转 Slim SATA13Pin母  SS,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544200000,无,售卖品,2022-05-31 22:49:43
6933910404078,6933910404078,,佳翼 2.5寸转3.5寸 双层台式机硬盘架 K106,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404061,6933910404061,,佳翼 2.5寸转3.5寸台式机硬盘架 K105,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910404054,6933910404054,,佳翼 雷电3数据线 Type-c公 速率20Gbps 0.5米 TB2-050 白色,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:43
6933910404047,6933910404047,,佳翼 雷电3数据线 Type-c公 速率40Gbps 0.7米 TB-070 黑色,,1128549,,0,0.0,无,0,0,0,,0.01千克,,,0,0,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:43
6933910404023,6933910404023,,佳翼  SATA硬盘数据线 SATA3  SATA线  SATA-L11,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566487/0/20230322183735/0dfa4d0efc7ecc7ebf11e16cc2333122.jpg,22.5,0.62,无,14,10,1,,0.01千克,SATA  cable,SATA线,22.5,1,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:43
6933910404016,6933910404016,,佳翼 TYPE-C转TYPE-C 40G数据线 扁线CC-F150Pro,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566481/0/20240806170746/9db68dcd3351b2caad728f00ad21b10c.jpg,20,12.83,无,16,13,1,,0.01千克,USB Cable,数据线,20,1,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:43
6933910404009,6933910404009,,佳翼 TYPE-C转TYPE-C USB4雷电40G快传 PD60W快充  F85Pro,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566475/0/20240806170056/37998a3c8d82b5b4e564b3c66bd25993.jpg,14,12.4,无,13,8,0.5,,0.01千克,USB cable,数据线,14,1,0,,,8544421100,无,售卖品,2022-05-31 22:49:43
6933910403996,6933910403996,,佳翼 TYPE-C转TYPE-C  USB20G高速传输 PD60W快充  F85,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566469/0/20240806170119/7142cbca656d6ca4dafdf683881c847e.jpg,9,9.8,无,13,8,0.5,,0.01千克,USB cable,数据线,9,1,0,#N/A,,8544421100,无,售卖品,2022-05-31 22:49:43
6933910403989,6933910403989,,佳翼 M.2 NGFF全铝移动硬盘盒USB3.1 接口TYPE-C 指挥官I8 C42,,1190976,,0,0.0,无,0,0,0,,0.03千克,SSD enclosure,硬盘盒,1,1,0,6933910403989,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910403972,6933910403972,,佳翼M.2 NGFF全铝移动硬盘盒USB3.1 接口TYPE-C 指挥官i8C80 红色,,1190976,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566457/0/20220705092525/39698c7a4997d01e688cd0bc7d136bef.jpg,100,0.0,无,0,0,0,,0.05千克,SSD enclosure,硬盘盒,100,3,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910403965,6933910403965,,佳翼 M.2 NVME PCI-E信号拆分 4盘阵列卡 M2X16pro,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566451/0/20230325160221/97222c3fa0b87369c93efb905446d358.jpg,336.5,111.0,无,20,13,3.1,,0.3千克,PCIE adapter,PCIE接口转接卡,347.5,5,0,#N/A,,8471800000,无,售卖品,2022-05-31 22:49:43
6933910403941,6933910403941,,佳翼 M.2 NVME NGFF硬盘  散热盔甲 酷冷灰鱼,,1190975,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566439/0/20220601091122/861904834f4cdd74c79cdb74f3f3ac3a.jpg,67.2,12.0,无,13.2,6.9,2,,0.02千克,SSD heatsink,散热器,67.2,1,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910403927,6933910403927,,佳翼 M.2 NVME C口磁吸硬盘盒 领航员i9C-2242 银色,,1190976,,0,0.0,无,0,0,0,,0.01千克,SSD enclosure,硬盘盒,1,1,0,6933910403927,,8473309000,无,售卖品,2022-05-31 22:49:43
6933910403910,6933910403910,,佳翼 CFAST USB3.1双口磁吸读卡器 型号: CFAST-TOP磁吸版,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566421/0/20260107165936/93d25bfbd159a3d37c3440f2007a571e.jpg,81,55.5,无,16,18,4,,001千克,Card Reader,读卡器,81,5,0,#N/A,,8471609000,无,售卖品,2022-05-31 22:49:43
6933910403903,6933910403903,,佳翼 高性能非固化导热硅脂 8.0W/M.K 超导7921,,1128549,http://productimage-1251220924.picgz.myqcloud.com/productimage/72372743470566415/0/20240510174646/e6abc1a068cee65e6cd12096c9674e49.jpg,17.5,2.53,无,17.9,10,1,,001千克,silicone thermal paste,散热硅脂,17.5,1,0,#N/A,,8473309000,无,售卖品,2022-05-31 22:49:43
